statuses_count,followers_count,friends_count,favourites_count,listed_count,verified,default_profile,default_profile_image,geo_enabled,account_age_days,follower_following_ratio,activity_rate,engagement_proxy,tweet_to_followers,has_url,has_description,name_length,digits_in_name,label,source
16677,1206,49,7008,6,0,0,0,0,1524.0,24.12,10.935737704918033,0.004971002485501243,13.816901408450704,1,1,5,2,0,genuine_accounts.csv
24163,435,320,676,1,0,0,0,0,1198.0,1.355140186915888,20.152627189324438,0.0022935779816513763,55.419724770642205,0,1,6,1,0,genuine_accounts.csv
45750,7644,359,54926,46,0,0,0,0,518.0,21.233333333333334,88.15028901734104,0.006017004578155657,5.984303466317855,1,1,6,2,0,genuine_accounts.csv
1203,182,117,136,0,0,0,0,0,577.0,1.5423728813559323,2.0813148788927336,0.0,6.573770491803279,0,1,14,0,0,genuine_accounts.csv
274989,9815,2190,40114,38,0,0,0,0,1637.0,4.479689639434048,167.88095238095238,0.003871230643846781,28.014364303178485,0,1,6,0,0,genuine_accounts.csv
11334,349,348,2465,4,0,0,0,0,1722.0,1.0,6.578061520603598,0.011428571428571429,32.38285714285714,0,1,10,0,0,genuine_accounts.csv
72102,726,28,165,23,0,0,0,0,1294.0,25.03448275862069,55.67722007722008,0.03163686382393398,99.17744154057772,1,1,9,0,0,genuine_accounts.csv
15525,879,667,153,5,0,0,0,0,2239.0,1.3158682634730539,6.930803571428571,0.005681818181818182,17.642045454545453,1,1,12,1,0,genuine_accounts.csv
31248,3205,2377,3650,282,0,0,0,0,2136.0,1.347771236333053,14.622367805334582,0.08796007485963818,9.746724890829695,0,1,8,0,0,genuine_accounts.csv
105025,543,327,49956,1,0,0,0,0,1875.0,1.6554878048780488,55.983475479744136,0.001838235294117647,193.06066176470588,0,1,11,0,0,genuine_accounts.csv
54,10,91,14,0,0,0,0,0,1732.0,0.10869565217391304,0.031159838430467397,0.0,4.909090909090909,0,1,6,2,0,genuine_accounts.csv
371,90,147,363,0,0,0,0,0,356.0,0.6081081081081081,1.0392156862745099,0.0,4.076923076923077,0,1,9,0,0,genuine_accounts.csv
2582,223,495,1668,3,0,0,0,0,472.0,0.4495967741935484,5.45877378435518,0.013392857142857142,11.526785714285714,0,1,9,0,0,genuine_accounts.csv
427,75,77,279,0,0,0,0,0,2193.0,0.9615384615384616,0.19462169553327255,0.0,5.618421052631579,0,1,8,1,0,genuine_accounts.csv
416,25,28,2,1,0,0,0,0,1474.0,0.8620689655172413,0.28203389830508474,0.038461538461538464,16.0,0,1,11,0,0,genuine_accounts.csv
34627,661,498,15474,1,0,0,0,0,1363.0,1.3246492985971945,25.386363636363637,0.0015105740181268882,52.30664652567976,0,1,7,1,0,genuine_accounts.csv
25098,832,644,6107,1,0,0,0,0,940.0,1.289922480620155,26.67162592986185,0.0012004801920768306,30.129651860744296,0,1,12,0,0,genuine_accounts.csv
283536,7785,424,1157,217,0,0,0,0,2311.0,18.31764705882353,122.63667820069205,0.02787053686103262,36.416131518109424,1,1,7,2,0,genuine_accounts.csv
13634,697,103,5258,30,0,0,0,0,2031.0,6.701923076923077,6.709645669291339,0.04297994269340974,19.53295128939828,1,1,8,2,0,genuine_accounts.csv
10339,385,200,72,7,0,0,0,0,1769.0,1.9154228855721394,5.841242937853107,0.018134715025906734,26.78497409326425,0,1,13,0,0,genuine_accounts.csv
19390,385,252,11,1,0,0,0,0,1488.0,1.5217391304347827,13.022162525184688,0.0025906735751295338,50.233160621761655,1,1,9,0,0,genuine_accounts.csv
1960,4910,1675,1043,22,0,0,0,0,908.0,2.9295942720763724,2.1562156215621564,0.004479739360619018,0.3991040521278762,1,1,11,0,0,genuine_accounts.csv
2766,79,196,587,0,0,0,0,0,1518.0,0.4010152284263959,1.8209348255431206,0.0,34.575,0,1,9,0,0,genuine_accounts.csv
3114,28,32,1,0,0,0,0,0,1970.0,0.8484848484848485,1.5799086757990868,0.0,107.37931034482759,1,1,13,0,0,genuine_accounts.csv
4236,249,278,1787,0,0,0,0,0,1918.0,0.8924731182795699,2.207399687337155,0.0,16.944,0,1,12,0,0,genuine_accounts.csv
33298,698,600,4037,5,0,0,0,0,2110.0,1.161397670549085,15.773567029843676,0.00715307582260372,47.63662374821173,1,1,10,0,0,genuine_accounts.csv
378,173,312,27,0,0,0,0,0,625.0,0.5527156549520766,0.6038338658146964,0.0,2.1724137931034484,0,1,12,2,0,genuine_accounts.csv
46272,943,750,9355,3,0,0,0,0,1494.0,1.255659121171771,30.951170568561874,0.0031779661016949155,49.016949152542374,0,1,12,3,0,genuine_accounts.csv
1043,81,77,2192,0,0,0,0,0,552.0,1.0384615384615385,1.8860759493670887,0.0,12.71951219512195,0,1,15,0,0,genuine_accounts.csv
5194,247,177,3173,0,0,0,0,0,1405.0,1.3876404494382022,3.6941678520625887,0.0,20.943548387096776,0,1,14,0,0,genuine_accounts.csv
3547,1651,1754,1607,4,0,0,0,0,528.0,0.9407407407407408,6.705103969754253,0.002421307506053269,2.1470944309927362,0,1,12,0,0,genuine_accounts.csv
6127,1233,1166,97,10,0,0,0,0,2327.0,1.056555269922879,2.631872852233677,0.008103727714748784,4.96515397082658,0,1,11,0,0,genuine_accounts.csv
3450,159,124,5059,5,0,0,0,0,551.0,1.272,6.25,0.03125,21.5625,0,1,11,0,0,genuine_accounts.csv
8102,241,273,1067,0,0,0,0,0,1279.0,0.8795620437956204,6.3296875,0.0,33.47933884297521,0,1,11,0,0,genuine_accounts.csv
51961,1401,1335,48065,9,0,0,0,0,2130.0,1.0486526946107784,24.38338808071328,0.006419400855920114,37.06205420827389,0,1,10,3,0,genuine_accounts.csv
23261,589,396,52,0,0,0,0,0,1663.0,1.4836272040302267,13.978966346153847,0.0,39.42542372881356,1,1,7,0,0,genuine_accounts.csv
14187,358,967,280,8,0,0,0,0,1690.0,0.36983471074380164,8.389710230632762,0.022284122562674095,39.51810584958217,1,1,6,0,0,genuine_accounts.csv
169053,1193,351,3439,25,0,0,0,0,1311.0,3.3892045454545454,128.8513719512195,0.020938023450586266,141.5854271356784,1,1,12,2,0,genuine_accounts.csv
3566,136,116,1330,0,0,0,0,0,1813.0,1.1623931623931625,1.9658213891951488,0.0,26.029197080291972,0,1,13,0,0,genuine_accounts.csv
2366,157,388,287,3,0,0,0,0,859.0,0.40359897172236503,2.7511627906976743,0.0189873417721519,14.974683544303797,1,1,13,0,0,genuine_accounts.csv
639,120,64,407,1,0,0,0,0,686.0,1.8461538461538463,0.9301310043668122,0.008264462809917356,5.2809917355371905,1,1,15,4,0,genuine_accounts.csv
20291,1114,1292,11382,14,0,0,0,0,1314.0,0.8615622583139985,15.43041825095057,0.012556053811659192,18.198206278026905,1,1,12,3,0,genuine_accounts.csv
57768,348,389,13804,4,0,0,0,0,860.0,0.8923076923076924,67.09407665505226,0.011461318051575931,165.5243553008596,1,1,7,0,0,genuine_accounts.csv
844,93,385,27,0,0,0,0,0,1844.0,0.24093264248704663,0.4574525745257453,0.0,8.97872340425532,0,1,13,0,0,genuine_accounts.csv
7588,235,112,10979,0,0,0,0,0,623.0,2.079646017699115,12.16025641025641,0.0,32.152542372881356,1,1,12,0,0,genuine_accounts.csv
20388,399,402,529,3,0,0,0,0,1326.0,0.9900744416873449,15.363978899773926,0.0075,50.97,1,1,6,0,0,genuine_accounts.csv
2287,71,56,295,3,0,0,0,0,2099.0,1.2456140350877194,1.089047619047619,0.041666666666666664,31.76388888888889,1,1,9,0,0,genuine_accounts.csv
42077,763,97,922,18,0,0,0,0,2373.0,7.785714285714286,17.724094355518112,0.02356020942408377,55.074607329842934,1,1,11,0,0,genuine_accounts.csv
16948,244,246,5500,3,0,0,0,0,924.0,0.9878542510121457,18.32216216216216,0.012244897959183673,69.17551020408163,0,1,13,0,0,genuine_accounts.csv
4655,281,421,2466,1,0,0,0,0,688.0,0.6658767772511849,6.756168359941944,0.0035460992907801418,16.50709219858156,1,1,12,0,0,genuine_accounts.csv
23875,2134,654,241,8,0,0,0,0,929.0,3.2580152671755727,25.672043010752688,0.003747072599531616,11.182669789227166,0,1,14,0,0,genuine_accounts.csv
14537,865,250,0,20,0,0,0,0,1205.0,3.446215139442231,12.053897180762853,0.023094688221709007,16.78637413394919,1,1,15,0,0,genuine_accounts.csv
8877,400,173,5293,2,0,0,0,0,1336.0,2.2988505747126435,6.6394913986537025,0.004987531172069825,22.13715710723192,0,1,11,0,0,genuine_accounts.csv
5057,625,566,919,1,0,0,0,0,1538.0,1.1022927689594357,3.285899935022742,0.001597444089456869,8.078274760383387,0,1,12,1,0,genuine_accounts.csv
7135,202,300,299,1,0,0,0,0,1228.0,0.6710963455149501,5.80553295362083,0.0049261083743842365,35.14778325123153,1,1,13,0,0,genuine_accounts.csv
346,451,403,1875,0,0,0,0,0,840.0,1.1163366336633664,0.4114149821640904,0.0,0.7654867256637168,0,1,12,0,0,genuine_accounts.csv
3629,269,187,1229,0,0,0,0,0,2059.0,1.4308510638297873,1.7616504854368933,0.0,13.440740740740742,0,1,15,0,0,genuine_accounts.csv
18745,553,1856,81,8,0,0,0,0,2260.0,0.29779213785675823,8.290579389650597,0.01444043321299639,33.835740072202164,1,1,15,0,0,genuine_accounts.csv
9240,170,143,4567,2,0,0,0,0,439.0,1.1805555555555556,21.0,0.011695906432748537,54.03508771929825,0,1,7,0,0,genuine_accounts.csv
8318,884,250,137,10,0,0,0,0,2251.0,3.5219123505976095,3.69360568383659,0.011299435028248588,9.398870056497175,0,1,12,1,0,genuine_accounts.csv
1238,192,175,624,0,0,0,0,0,813.0,1.0909090909090908,1.520884520884521,0.0,6.414507772020725,0,1,15,0,0,genuine_accounts.csv
2182,254,292,620,1,0,0,0,0,855.0,0.8668941979522184,2.5490654205607477,0.00392156862745098,8.556862745098039,0,1,10,0,0,genuine_accounts.csv
9156,285,205,4088,1,0,0,0,0,708.0,1.383495145631068,12.913963328631876,0.0034965034965034965,32.01398601398601,0,1,11,0,0,genuine_accounts.csv
911,53,272,1177,1,0,0,0,0,1297.0,0.19413919413919414,0.7018489984591679,0.018518518518518517,16.87037037037037,0,1,9,0,0,genuine_accounts.csv
38417,344,335,23322,4,0,0,0,0,1606.0,1.0238095238095237,23.906036092097075,0.011594202898550725,111.35362318840579,0,1,13,0,0,genuine_accounts.csv
13572,701,708,6970,0,0,0,0,0,2212.0,0.9887165021156559,6.132851333032083,0.0,19.333333333333332,0,1,14,0,0,genuine_accounts.csv
1523,87,195,66,3,0,0,0,0,1950.0,0.44387755102040816,0.7806253203485393,0.03409090909090909,17.306818181818183,0,1,11,0,0,genuine_accounts.csv
2055,142,129,489,0,0,0,0,0,726.0,1.0923076923076922,2.8266850068775793,0.0,14.37062937062937,0,1,11,0,0,genuine_accounts.csv
24986,650,348,4907,1,0,0,0,0,1351.0,1.8624641833810889,18.48076923076923,0.0015360983102918587,38.38095238095238,0,1,15,0,0,genuine_accounts.csv
21105,415,481,248,1,0,0,0,0,1826.0,0.8609958506224067,11.551724137931034,0.002403846153846154,50.73317307692308,0,1,10,0,0,genuine_accounts.csv
19515,689,470,2463,26,0,0,0,0,2326.0,1.4628450106157111,8.386334336055006,0.03768115942028986,28.282608695652176,0,1,13,0,0,genuine_accounts.csv
1000,108,155,1326,0,0,0,0,0,253.0,0.6923076923076923,3.937007874015748,0.0,9.174311926605505,0,1,15,3,0,genuine_accounts.csv
2310,651,744,941,4,0,0,0,0,1682.0,0.8738255033557047,1.3725490196078431,0.006134969325153374,3.542944785276074,0,1,11,0,0,genuine_accounts.csv
1182,220,1040,1388,7,0,0,0,0,2396.0,0.21133525456292027,0.493116395494368,0.03167420814479638,5.34841628959276,1,1,13,0,0,genuine_accounts.csv
615,2544,262,979,4,0,0,0,0,925.0,9.673003802281368,0.6641468682505399,0.0015717092337917485,0.24165029469548133,0,1,13,0,0,genuine_accounts.csv
21207,631,213,408,12,0,0,0,0,2261.0,2.9485981308411215,9.375331564986737,0.0189873417721519,33.55537974683544,1,1,10,0,0,genuine_accounts.csv
37989,451,268,3140,9,0,0,0,0,2232.0,1.6765799256505576,17.012539184952978,0.01991150442477876,84.04646017699115,0,1,7,0,0,genuine_accounts.csv
11452,389,297,5456,0,0,0,0,0,1415.0,1.3053691275167785,8.087570621468927,0.0,29.364102564102563,0,1,13,2,0,genuine_accounts.csv
43447,1068,822,8097,2,0,0,0,0,947.0,1.2976913730255164,45.83016877637131,0.0018709073900841909,40.64265668849392,1,1,15,0,0,genuine_accounts.csv
17447,1953,1199,16715,15,0,0,0,0,902.0,1.6275,19.321151716500555,0.007676560900716479,8.928863868986694,1,1,14,0,0,genuine_accounts.csv
15809,385,353,4688,5,0,0,0,0,617.0,1.0875706214689265,25.580906148867314,0.012953367875647668,40.9559585492228,1,1,9,0,0,genuine_accounts.csv
3559,99,105,663,0,0,0,0,0,2086.0,0.9339622641509434,1.7053186391950168,0.0,35.59,0,1,9,2,0,genuine_accounts.csv
4059,599,585,105,8,0,0,0,0,2003.0,1.022184300341297,2.0254491017964074,0.013333333333333334,6.765,1,1,9,0,0,genuine_accounts.csv
87311,1878,1882,330,17,0,0,0,0,2233.0,0.997344662772172,39.082811101163834,0.009047365620010643,46.46673762639702,1,1,11,0,0,genuine_accounts.csv
13635,665,1168,4724,16,0,0,0,0,2371.0,0.5688622754491018,5.748313659359191,0.024024024024024024,20.472972972972972,0,1,12,0,0,genuine_accounts.csv
23799,462,272,4116,10,0,0,0,0,1433.0,1.6923076923076923,16.59623430962343,0.02159827213822894,51.40172786177106,1,1,7,1,0,genuine_accounts.csv
4282,32,114,6,3,0,0,0,0,388.0,0.2782608695652174,11.007712082262211,0.09090909090909091,129.75757575757575,1,1,13,0,0,genuine_accounts.csv
36093,422,326,12075,7,0,0,0,0,1203.0,1.290519877675841,29.977574750830566,0.016548463356973995,85.32624113475177,0,1,14,0,0,genuine_accounts.csv
3028,1915,1804,1441,72,0,0,0,0,924.0,1.0609418282548477,3.2735135135135134,0.037578288100208766,1.5803757828810021,1,1,14,0,0,genuine_accounts.csv
69,100,214,170,1,0,0,0,0,147.0,0.46511627906976744,0.46621621621621623,0.009900990099009901,0.6831683168316832,1,1,14,0,0,genuine_accounts.csv
157,23,102,23,0,0,0,0,0,1358.0,0.22330097087378642,0.11552612214863871,0.0,6.541666666666667,0,1,12,0,0,genuine_accounts.csv
6747,592,254,7636,3,0,0,0,0,1272.0,2.3215686274509806,5.300078554595443,0.00505902192242833,11.377740303541316,1,1,11,0,0,genuine_accounts.csv
5414,486,305,2526,1,0,0,0,0,1320.0,1.588235294117647,4.098410295230885,0.002053388090349076,11.117043121149898,0,1,9,0,0,genuine_accounts.csv
5051,167,351,80,4,0,0,0,0,1157.0,0.4744318181818182,4.361830742659758,0.023809523809523808,30.06547619047619,1,1,13,4,0,genuine_accounts.csv
29146,1347,736,2728,15,0,0,0,0,1919.0,1.8276797829036635,15.180208333333333,0.01112759643916914,21.62166172106825,1,1,13,0,0,genuine_accounts.csv
9550,500,416,9175,4,0,0,0,0,1119.0,1.1990407673860912,8.526785714285714,0.007984031936127744,19.06187624750499,1,1,15,2,0,genuine_accounts.csv
718,118,224,180,2,0,0,0,0,582.0,0.5244444444444445,1.2315608919382504,0.01680672268907563,6.033613445378151,1,1,10,2,0,genuine_accounts.csv
5939,720,727,420,6,0,0,0,0,609.0,0.989010989010989,9.736065573770492,0.008321775312066574,8.237170596393897,0,1,11,0,0,genuine_accounts.csv
1271,14,38,62,0,0,0,0,0,541.0,0.358974358974359,2.3450184501845017,0.0,84.73333333333333,0,1,8,0,0,genuine_accounts.csv
28255,1439,755,1983,3,0,0,0,0,1270.0,1.9034391534391535,22.230527143981117,0.0020833333333333333,19.62152777777778,0,1,9,0,0,genuine_accounts.csv
3259,175,116,1297,0,0,0,0,0,268.0,1.4957264957264957,12.115241635687733,0.0,18.517045454545453,1,1,8,0,0,genuine_accounts.csv
15595,1280,1985,3786,5,0,0,0,0,1657.0,0.6445115810674723,9.405910735826296,0.0039032006245121,12.17408274785324,1,1,9,0,0,genuine_accounts.csv
549,508,892,401,15,0,0,0,0,2291.0,0.568868980963046,0.2395287958115183,0.029469548133595286,1.0785854616895874,0,1,11,0,0,genuine_accounts.csv
2583,280,337,4537,0,0,0,0,0,251.0,0.8284023668639053,10.25,0.0,9.192170818505337,0,1,15,0,0,genuine_accounts.csv
44376,790,159,5517,18,0,0,0,0,637.0,4.9375,69.55485893416927,0.022756005056890013,56.10113780025284,0,1,13,0,0,genuine_accounts.csv
108575,15305,1543,11161,132,0,0,0,0,1302.0,9.912564766839377,83.32693783576362,0.00862406899255194,7.093623415653992,1,1,13,0,0,genuine_accounts.csv
1107,121,231,572,0,0,0,0,0,713.0,0.521551724137931,1.550420168067227,0.0,9.073770491803279,0,1,14,0,0,genuine_accounts.csv
2713,61,52,1032,1,0,0,0,0,2229.0,1.150943396226415,1.216591928251121,0.016129032258064516,43.75806451612903,0,1,9,0,0,genuine_accounts.csv
811,34,351,656,0,0,0,0,0,707.0,0.09659090909090909,1.1454802259887005,0.0,23.17142857142857,0,1,15,8,0,genuine_accounts.csv
5290,298,243,654,3,0,0,0,0,2232.0,1.221311475409836,2.3690103000447826,0.010033444816053512,17.692307692307693,0,1,5,0,0,genuine_accounts.csv
82094,7689,207,30086,229,0,0,0,0,1279.0,36.96634615384615,64.1359375,0.029778933680104033,10.675422626788036,1,1,15,0,0,genuine_accounts.csv
133,72,460,146,0,0,0,0,0,133.0,0.1561822125813449,0.9925373134328358,0.0,1.821917808219178,0,1,12,0,0,genuine_accounts.csv
10221,458,395,1813,3,0,0,0,0,2038.0,1.1565656565656566,5.012751348700343,0.006535947712418301,22.26797385620915,1,1,9,0,0,genuine_accounts.csv
50540,3491,3296,19086,72,0,0,0,0,1058.0,1.0588413709432818,47.72426817752597,0.020618556701030927,14.473081328751432,1,1,14,0,0,genuine_accounts.csv
95069,1045,350,49312,20,0,0,0,0,1707.0,2.977207977207977,55.66100702576112,0.019120458891013385,90.88814531548758,0,1,7,0,0,genuine_accounts.csv
24117,788,405,6725,16,0,0,0,0,1049.0,1.9408866995073892,22.96857142857143,0.020278833967046894,30.566539923954373,0,1,11,0,0,genuine_accounts.csv
1303,147,138,71,4,0,0,0,0,1768.0,1.0575539568345325,0.7365743357829282,0.02702702702702703,8.804054054054054,0,1,6,0,0,genuine_accounts.csv
80,3,50,27,0,0,0,0,0,1712.0,0.058823529411764705,0.046701692936368944,0.0,20.0,0,1,12,0,0,genuine_accounts.csv
8234,536,397,2684,0,0,0,0,0,1498.0,1.3467336683417086,5.492995330220147,0.0,15.333333333333334,0,1,14,0,0,genuine_accounts.csv
28655,462,290,413,15,0,0,0,0,1956.0,1.5876288659793814,14.642309657639244,0.032397408207343416,61.88984881209503,1,1,8,0,0,genuine_accounts.csv
9561,417,258,1130,0,0,0,0,0,1118.0,1.61003861003861,8.544235924932975,0.0,22.873205741626794,0,1,10,0,0,genuine_accounts.csv
44535,314,290,16169,1,0,0,0,0,798.0,1.0790378006872852,55.73842302878598,0.0031746031746031746,141.38095238095238,0,1,11,0,0,genuine_accounts.csv
496,62,95,70,0,0,0,0,0,811.0,0.6458333333333334,0.6108374384236454,0.0,7.873015873015873,0,1,11,0,0,genuine_accounts.csv
325,101,230,20,0,0,0,0,0,2008.0,0.43722943722943725,0.16177202588352413,0.0,3.1862745098039214,0,1,15,0,0,genuine_accounts.csv
6877,247,838,1915,3,0,0,0,0,1456.0,0.2943980929678188,4.719972546328071,0.012096774193548387,27.72983870967742,0,1,15,0,0,genuine_accounts.csv
2647,604,296,170,0,0,0,0,0,1301.0,2.0336700336700337,2.033026113671275,0.0,4.375206611570248,1,1,14,2,0,genuine_accounts.csv
3719,220,198,255,0,0,0,0,0,675.0,1.1055276381909547,5.5014792899408285,0.0,16.828054298642535,0,1,10,0,0,genuine_accounts.csv
6629,286,127,1110,2,0,0,0,0,1144.0,2.234375,5.789519650655022,0.006968641114982578,23.097560975609756,0,1,12,0,0,genuine_accounts.csv
894,55,65,43,1,0,0,0,0,448.0,0.8333333333333334,1.9910913140311803,0.017857142857142856,15.964285714285714,0,1,10,0,0,genuine_accounts.csv
31414,344,318,123,6,0,0,0,0,2103.0,1.078369905956113,14.930608365019012,0.017391304347826087,91.05507246376811,1,1,10,0,0,genuine_accounts.csv
10171,369,259,3192,0,0,0,0,0,1448.0,1.4192307692307693,7.019323671497585,0.0,27.48918918918919,1,1,7,0,0,genuine_accounts.csv
11133,6897,3735,22522,1,0,0,0,0,717.0,1.8460920770877944,15.505571030640668,0.00014496955639315743,1.6139460713250218,0,1,11,0,0,genuine_accounts.csv
14376,363,306,1753,1,0,0,0,0,1599.0,1.1824104234527688,8.985,0.0027472527472527475,39.494505494505496,0,1,8,1,0,genuine_accounts.csv
30812,252,234,45,7,0,0,0,0,2299.0,1.0723404255319149,13.396521739130435,0.02766798418972332,121.78656126482214,1,1,12,2,0,genuine_accounts.csv
1311,169,342,347,1,0,0,0,0,847.0,0.49271137026239065,1.5459905660377358,0.0058823529411764705,7.711764705882353,0,1,12,0,0,genuine_accounts.csv
177,41,154,39,0,0,0,0,0,2300.0,0.2645161290322581,0.07692307692307693,0.0,4.214285714285714,0,1,10,0,0,genuine_accounts.csv
17348,321,231,7932,1,0,0,0,0,1102.0,1.3836206896551724,15.72801450589302,0.003105590062111801,53.87577639751553,0,1,15,0,0,genuine_accounts.csv
176950,35379,587,241,485,0,0,0,0,2362.0,60.16836734693877,74.8836225137537,0.013708309779536462,5.001413227812323,1,1,11,0,0,genuine_accounts.csv
265,26,107,442,0,0,0,0,0,999.0,0.24074074074074073,0.265,0.0,9.814814814814815,0,1,8,0,0,genuine_accounts.csv
2127,229,262,510,0,0,0,0,0,1342.0,0.870722433460076,1.5837676842889055,0.0,9.247826086956522,0,1,12,0,0,genuine_accounts.csv
41271,15171,210,7721,174,0,0,0,0,2035.0,71.9004739336493,20.270628683693516,0.011468494595307145,2.720208278407593,1,1,3,0,0,genuine_accounts.csv
1876,334,912,587,0,0,0,0,0,2246.0,0.3658269441401972,0.8348909657320872,0.0,5.6,1,1,12,0,0,genuine_accounts.csv
1197,28,98,223,0,0,0,0,0,369.0,0.2828282828282828,3.235135135135135,0.0,41.275862068965516,0,1,14,0,0,genuine_accounts.csv
1318,166,233,615,0,0,0,0,0,356.0,0.7094017094017094,3.6918767507002803,0.0,7.892215568862276,0,1,9,0,0,genuine_accounts.csv
13209,204,115,3414,4,0,0,0,0,1402.0,1.7586206896551724,9.414825374198147,0.01951219512195122,64.43414634146342,1,1,6,0,0,genuine_accounts.csv
84124,1575,1601,9220,21,0,0,0,0,1289.0,0.9831460674157303,65.21240310077519,0.0133248730964467,53.378172588832484,0,1,6,0,0,genuine_accounts.csv
1410,844,1416,111,24,0,0,0,0,2680.0,0.5956245589273113,0.525923162998881,0.028402366863905324,1.668639053254438,0,1,11,0,0,genuine_accounts.csv
85,74,121,307,0,0,0,0,0,196.0,0.6065573770491803,0.43147208121827413,0.0,1.1333333333333333,0,1,8,2,0,genuine_accounts.csv
25279,495,628,432,16,0,0,0,0,1999.0,0.7869634340222575,12.6395,0.03225806451612903,50.965725806451616,0,1,9,0,0,genuine_accounts.csv
462,370,548,36,1,0,0,0,0,264.0,0.6739526411657559,1.7433962264150944,0.0026954177897574125,1.2452830188679245,0,1,13,0,0,genuine_accounts.csv
24063,662,208,56035,19,0,0,0,0,413.0,3.1674641148325358,58.1231884057971,0.02865761689291101,36.294117647058826,0,1,15,0,0,genuine_accounts.csv
2449,148,134,495,0,0,0,0,0,2323.0,1.0962962962962963,1.0537865748709123,0.0,16.436241610738254,1,1,14,0,0,genuine_accounts.csv
19678,423,261,10626,4,0,0,0,0,1729.0,1.6145038167938932,11.37456647398844,0.009433962264150943,46.410377358490564,0,1,12,0,0,genuine_accounts.csv
9510,1087,1096,4279,0,0,0,0,0,1376.0,0.9908842297174111,6.906318082788671,0.0,8.740808823529411,0,1,12,2,0,genuine_accounts.csv
